message,intent
"We are trapped in a drought in Chamoli, send help!",request_rescue
"We are trapped in a earthquake in Almora, send help!",request_rescue
"There is a fire in Dehradun, please assist us.",power_failure
People missing after drought in Almora.,missing_person
People missing after fire in Pauri.,missing_person
Electricity has gone after flood in Pauri.,power_failure
Water and food are running out after fire hit Almora.,request_supplies
We need to evacuate urgently due to earthquake in Bageshwar.,evacuation_request
"Severe landslide has affected us in Pithoragarh, need urgent help!",request_supplies
We need medical assistance due to cloudburst in Almora.,request_medical_aid
Help! Our house is stuck due to a landslide in Pithoragarh.,request_medical_aid
We need medical assistance due to earthquake in Bageshwar.,request_medical_aid
People missing after cloudburst in Rudraprayag.,missing_person
Water and food are running out after cloudburst hit Pauri.,request_supplies
People missing after fire in Nainital.,missing_person
People missing after cloudburst in Almora.,missing_person
"We are trapped in a drought in Uttarkashi, send help!",request_rescue
We need medical assistance due to flood in Almora.,request_medical_aid
"There is a landslide in Chamoli, please assist us.",request_medical_aid
Electricity has gone after flood in Bageshwar.,power_failure
Electricity has gone after hailstorm in Rudraprayag.,power_failure
Help! Our house is stuck due to a hailstorm in Uttarkashi.,request_information
Help! Our house is stuck due to a cloudburst in Rudraprayag.,request_supplies
People missing after fire in Nainital.,missing_person
People missing after cloudburst in Rudraprayag.,missing_person
"Severe hailstorm has affected us in Pauri, need urgent help!",missing_person
"We are trapped in a drought in Chamoli, send help!",request_rescue
"Due to hailstorm, situation is worsening in Nainital. Need aid!",request_rescue
"Due to landslide, situation is worsening in Tehri. Need aid!",request_supplies
Water and food are running out after earthquake hit Pithoragarh.,request_supplies
"Severe drought has affected us in Rudraprayag, need urgent help!",request_rescue
People missing after hailstorm in Tehri.,missing_person
We need medical assistance due to drought in Uttarkashi.,request_medical_aid
Help! Our house is stuck due to a fire in Pauri.,missing_person
"Severe hailstorm has affected us in Rudraprayag, need urgent help!",missing_person
"We are trapped in a drought in Nainital, send help!",request_rescue
Electricity has gone after landslide in Tehri.,power_failure
Electricity has gone after fire in Uttarkashi.,power_failure
Water and food are running out after hailstorm hit Nainital.,request_supplies
We need to evacuate urgently due to earthquake in Dehradun.,evacuation_request
"We are trapped in a fire in Dehradun, send help!",request_rescue
"There is a fire in Nainital, please assist us.",missing_person
We need medical assistance due to hailstorm in Rudraprayag.,request_medical_aid
"There is a cloudburst in Rudraprayag, please assist us.",missing_person
"Due to hailstorm, situation is worsening in Chamoli. Need aid!",missing_person
We need to evacuate urgently due to earthquake in Pauri.,evacuation_request
"Severe fire has affected us in Tehri, need urgent help!",power_failure
"Severe drought has affected us in Pithoragarh, need urgent help!",request_supplies
Electricity has gone after drought in Uttarkashi.,power_failure
"There is a landslide in Bageshwar, please assist us.",missing_person
Water and food are running out after fire hit Rudraprayag.,request_supplies
"There is a hailstorm in Tehri, please assist us.",request_medical_aid
"Severe drought has affected us in Nainital, need urgent help!",request_medical_aid
Help! Our house is stuck due to a landslide in Uttarkashi.,evacuation_request
"There is a landslide in Uttarkashi, please assist us.",request_rescue
We need to evacuate urgently due to cloudburst in Chamoli.,evacuation_request
Help! Our house is stuck due to a drought in Almora.,request_information
Electricity has gone after drought in Almora.,power_failure
Water and food are running out after flood hit Bageshwar.,request_supplies
Electricity has gone after cloudburst in Tehri.,power_failure
Electricity has gone after landslide in Nainital.,power_failure
Water and food are running out after fire hit Chamoli.,request_supplies
We need medical assistance due to fire in Uttarkashi.,request_medical_aid
People missing after flood in Nainital.,missing_person
Electricity has gone after earthquake in Uttarkashi.,power_failure
People missing after earthquake in Rudraprayag.,missing_person
"We are trapped in a flood in Pauri, send help!",request_rescue
Electricity has gone after cloudburst in Pauri.,power_failure
Help! Our house is stuck due to a cloudburst in Rudraprayag.,damage_report
People missing after hailstorm in Chamoli.,missing_person
"Severe earthquake has affected us in Bageshwar, need urgent help!",evacuation_request
We need to evacuate urgently due to earthquake in Nainital.,evacuation_request
Electricity has gone after earthquake in Uttarkashi.,power_failure
We need to evacuate urgently due to fire in Dehradun.,evacuation_request
We need medical assistance due to drought in Uttarkashi.,request_medical_aid
People missing after fire in Bageshwar.,missing_person
"We are trapped in a drought in Pauri, send help!",request_rescue
Electricity has gone after flood in Pithoragarh.,power_failure
Electricity has gone after cloudburst in Pithoragarh.,power_failure
People missing after earthquake in Pauri.,missing_person
"There is a hailstorm in Chamoli, please assist us.",request_information
Electricity has gone after cloudburst in Pauri.,power_failure
"We are trapped in a landslide in Bageshwar, send help!",request_rescue
We need medical assistance due to drought in Almora.,request_medical_aid
We need medical assistance due to landslide in Almora.,request_medical_aid
Help! Our house is stuck due to a hailstorm in Rudraprayag.,power_failure
Water and food are running out after fire hit Chamoli.,request_supplies
"There is a hailstorm in Bageshwar, please assist us.",request_rescue
Water and food are running out after fire hit Chamoli.,request_supplies
"We are trapped in a earthquake in Bageshwar, send help!",request_rescue
People missing after landslide in Pauri.,missing_person
"We are trapped in a flood in Tehri, send help!",request_rescue
Help! Our house is stuck due to a flood in Dehradun.,request_information
Water and food are running out after cloudburst hit Rudraprayag.,request_supplies
"Severe cloudburst has affected us in Dehradun, need urgent help!",damage_report
"Severe cloudburst has affected us in Nainital, need urgent help!",request_rescue
"There is a hailstorm in Chamoli, please assist us.",request_medical_aid
"We are trapped in a cloudburst in Rudraprayag, send help!",request_rescue
"There is a drought in Rudraprayag, please assist us.",request_medical_aid
Help! Our house is stuck due to a hailstorm in Rudraprayag.,request_rescue
"Due to drought, situation is worsening in Dehradun. Need aid!",damage_report
People missing after landslide in Rudraprayag.,missing_person
"Severe hailstorm has affected us in Almora, need urgent help!",evacuation_request
"Severe fire has affected us in Pauri, need urgent help!",missing_person
"Severe cloudburst has affected us in Nainital, need urgent help!",request_information
Electricity has gone after earthquake in Rudraprayag.,power_failure
Water and food are running out after earthquake hit Pauri.,request_supplies
Electricity has gone after earthquake in Tehri.,power_failure
We need medical assistance due to hailstorm in Nainital.,request_medical_aid
"Severe flood has affected us in Bageshwar, need urgent help!",request_information
"Due to landslide, situation is worsening in Tehri. Need aid!",damage_report
Help! Our house is stuck due to a flood in Dehradun.,damage_report
"There is a earthquake in Bageshwar, please assist us.",power_failure
"Due to drought, situation is worsening in Bageshwar. Need aid!",request_rescue
We need medical assistance due to cloudburst in Nainital.,request_medical_aid
Electricity has gone after fire in Uttarkashi.,power_failure
We need medical assistance due to earthquake in Rudraprayag.,request_medical_aid
"Due to hailstorm, situation is worsening in Nainital. Need aid!",evacuation_request
"Due to drought, situation is worsening in Uttarkashi. Need aid!",request_supplies
We need medical assistance due to drought in Chamoli.,request_medical_aid
We need medical assistance due to fire in Chamoli.,request_medical_aid
"There is a cloudburst in Uttarkashi, please assist us.",missing_person
